   ID       GA1       GA2       GA3
 4987    0.7257    0.8331    0.8880
 4988    0.7257    0.8331    0.8880
 4989    0.7257    0.8332    0.8881
 4990    0.7257    0.8331    0.8881
 4991    0.7257    0.8332    0.8881
 4992    0.7258    0.8332    0.8882
 4993    0.7257    0.8331    0.8880
 4994    0.7257    0.8330    0.8879
 4995    0.7257    0.8331    0.8880
 4996    0.7257    0.8331    0.8881
 4997    0.7256    0.8330    0.8878
 4998    0.7256    0.8329    0.8878
 4999    0.7256    0.8329    0.8878
 5000    0.7256    0.8329    0.8878
 5001    0.7256    0.8330    0.8879
 5002    0.7256    0.8328    0.8877
 5003    0.7255    0.8328    0.8876
 5004    0.7256    0.8328    0.8877
 5005    0.7255    0.8326    0.8874
 5006    0.7255    0.8326    0.8873
 5007    0.7255    0.8326    0.8874
 5008    0.7255    0.8327    0.8875
 5009    0.7255    0.8327    0.8875
 5010    0.7256    0.8328    0.8876
 5011    0.7255    0.8328    0.8875
 5012    0.7256    0.8328    0.8876
 5013    0.7256    0.8329    0.8877
 5014    0.7255    0.8327    0.8874
 5015    0.7255    0.8328    0.8875
 5016    0.7256    0.8328    0.8876
 5017    0.7256    0.8329    0.8876
 5018    0.7256    0.8329    0.8877
 5019    0.7256    0.8329    0.8877
 5020    0.7255    0.8327    0.8874
 5021    0.7255    0.8326    0.8872
 5022    0.7255    0.8326    0.8873
 5023    0.7255    0.8326    0.8872
 5024    0.7255    0.8326    0.8873
 5025    0.7255    0.8326    0.8873
 5026    0.7255    0.8326    0.8873
 5027    0.7255    0.8327    0.8874
 5028    0.7255    0.8327    0.8874
 5029    0.7255    0.8327    0.8874
 5030    0.7255    0.8326    0.8874
 5031    0.7255    0.8326    0.8873
 5032    0.7254    0.8324    0.8871
 5033    0.7254    0.8325    0.8872
 5034    0.7254    0.8325    0.8872
 5035    0.7255    0.8326    0.8873
 5036    0.7255    0.8326    0.8874
 5037    0.7255    0.8327    0.8874
 5038    0.7255    0.8327    0.8875
 5039    0.7256    0.8328    0.8875
 5040    0.7256    0.8328    0.8876
 5041    0.7256    0.8328    0.8876
 5042    0.7255    0.8328    0.8875
 5043    0.7256    0.8328    0.8876
 5044    0.7256    0.8329    0.8876
 5045    0.7255    0.8327    0.8873
 5046    0.7255    0.8326    0.8873
 5047    0.7255    0.8326    0.8873
 5048    0.7255    0.8326    0.8873
 5049    0.7255    0.8327    0.8874
 5050    0.7255    0.8327    0.8875
 5051    0.7255    0.8326    0.8872
 5052    0.7255    0.8326    0.8873
 5053    0.7255    0.8326    0.8873
 5054    0.7254    0.8325    0.8872
 5055    0.7255    0.8326    0.8873
 5056    0.7255    0.8326    0.8873
 5057    0.7255    0.8327    0.8874
 5058    0.7256    0.8327    0.8875
 5059    0.7256    0.8328    0.8875
 5060    0.7256    0.8327    0.8875
 5061    0.7256    0.8328    0.8875
 5062    0.7256    0.8328    0.8876
 5063    0.7256    0.8329    0.8877
 5064    0.7256    0.8329    0.8876
 5065    0.7256    0.8329    0.8877
 5066    0.7256    0.8329    0.8876
 5067    0.7255    0.8327    0.8874
 5068    0.7256    0.8328    0.8875
 5069    0.7256    0.8328    0.8876
 5070    0.7256    0.8328    0.8875
 5071    0.7255    0.8327    0.8875
 5072    0.7255    0.8327    0.8874
 5073    0.7255    0.8327    0.8875
 5074    0.7256    0.8328    0.8875
 5075    0.7255    0.8327    0.8875
 5076    0.7255    0.8327    0.8875
 5077    0.7255    0.8327    0.8875
 5078    0.7255    0.8327    0.8875
 5079    0.7255    0.8327    0.8875
 5080    0.7254    0.8326    0.8873
 5081    0.7255    0.8326    0.8873
 5082    0.7254    0.8326    0.8873
 5083    0.7254    0.8325    0.8872
 5084    0.7254    0.8326    0.8873
 5085    0.7255    0.8326    0.8874
 5086    0.7254    0.8326    0.8873
 5087    0.7254    0.8324    0.8871
 5088    0.7254    0.8325    0.8872
 5089    0.7253    0.8323    0.8870
 5090    0.7254    0.8324    0.8870
 5091    0.7253    0.8323    0.8870
 5092    0.7253    0.8324    0.8870
 5093    0.7254    0.8324    0.8871
 5094    0.7253    0.8324    0.8871
 5095    0.7254    0.8324    0.8871
 5096    0.7254    0.8325    0.8872
 5097    0.7254    0.8325    0.8872
 5098    0.7255    0.8326    0.8873
 5099    0.7255    0.8326    0.8874
 5100    0.7255    0.8326    0.8873
 5101    0.7255    0.8326    0.8874
 5102    0.7255    0.8327    0.8874
 5103    0.7255    0.8327    0.8875
 5104    0.7255    0.8327    0.8875
 5105    0.7255    0.8327    0.8874
 5106    0.7255    0.8327    0.8875
 5107    0.7255    0.8328    0.8875
 5108    0.7256    0.8328    0.8876
 5109    0.7255    0.8327    0.8874
 5110    0.7255    0.8327    0.8875
 5111    0.7255    0.8328    0.8875
 5112    0.7256    0.8328    0.8876
 5113    0.7255    0.8328    0.8875
 5114    0.7256    0.8328    0.8876
 5115    0.7255    0.8328    0.8876
 5116    0.7256    0.8328    0.8876
 5117    0.7256    0.8329    0.8877
 5118    0.7256    0.8328    0.8876
 5119    0.7256    0.8329    0.8877
 5120    0.7256    0.8329    0.8878
 5121    0.7256    0.8328    0.8875
 5122    0.7256    0.8328    0.8876
 5123    0.7256    0.8329    0.8877
 5124    0.7256    0.8329    0.8877
 5125    0.7257    0.8330    0.8878
 5126    0.7257    0.8330    0.8878
 5127    0.7257    0.8330    0.8878
 5128    0.7256    0.8329    0.8878
 5129    0.7256    0.8329    0.8877
 5130    0.7256    0.8329    0.8878
 5131    0.7257    0.8330    0.8878
 5132    0.7257    0.8330    0.8879
 5133    0.7257    0.8330    0.8879
 5134    0.7257    0.8330    0.8879
 5135    0.7257    0.8330    0.8879
 5136    0.7256    0.8330    0.8878
 5137    0.7257    0.8330    0.8879
 5138    0.7256    0.8330    0.8879
 5139    0.7257    0.8330    0.8879
 5140    0.7256    0.8330    0.8879
 5141    0.7257    0.8330    0.8879
 5142    0.7256    0.8330    0.8879
 5143    0.7256    0.8328    0.8877
 5144    0.7256    0.8329    0.8877
 5145    0.7256    0.8329    0.8878
 5146    0.7255    0.8328    0.8876
 5147    0.7255    0.8326    0.8874
 5148    0.7254    0.8326    0.8873
 5149    0.7255    0.8326    0.8874
 5150    0.7254    0.8326    0.8874
 5151    0.7255    0.8326    0.8874
 5152    0.7254    0.8326    0.8874
 5153    0.7254    0.8326    0.8873
 5154    0.7254    0.8326    0.8874
 5155    0.7255    0.8327    0.8875
 5156    0.7254    0.8325    0.8873
 5157    0.7253    0.8323    0.8870
 5158    0.7253    0.8323    0.8869
 5159    0.7253    0.8322    0.8869
 5160    0.7252    0.8322    0.8868
 5161    0.7253    0.8323    0.8869
 5162    0.7253    0.8323    0.8870
 5163    0.7253    0.8324    0.8870
 5164    0.7253    0.8324    0.8871
 5165    0.7253    0.8323    0.8869
 5166    0.7253    0.8323    0.8869
 5167    0.7253    0.8323    0.8869
 5168    0.7252    0.8322    0.8869
 5169    0.7253    0.8323    0.8869
 5170    0.7253    0.8323    0.8870
 5171    0.7253    0.8324    0.8870
 5172    0.7253    0.8322    0.8868
 5173    0.7252    0.8322    0.8868
 5174    0.7253    0.8322    0.8869
 5175    0.7253    0.8323    0.8869
 5176    0.7253    0.8323    0.8870
 5177    0.7253    0.8324    0.8870
 5178    0.7253    0.8323    0.8870
 5179    0.7253    0.8324    0.8871
 5180    0.7253    0.8322    0.8868
 5181    0.7253    0.8323    0.8869
 5182    0.7253    0.8322    0.8869
 5183    0.7252    0.8322    0.8868
 5184    0.7252    0.8322    0.8868
 5185    0.7252    0.8322    0.8868
 5186    0.7253    0.8323    0.8869
 5187    0.7253    0.8323    0.8870
 5188    0.7253    0.8323    0.8869
 5189    0.7252    0.8322    0.8869
 5190    0.7253    0.8323    0.8869
 5191    0.7253    0.8323    0.8870
 5192    0.7253    0.8323    0.8870
 5193    0.7253    0.8323    0.8870
 5194    0.7253    0.8323    0.8870
 5195    0.7252    0.8322    0.8869
 5196    0.7252    0.8322    0.8869
 5197    0.7252    0.8322    0.8870
 5198    0.7252    0.8322    0.8869
 5199    0.7251    0.8321    0.8867
 5200    0.7250    0.8319    0.8864
 5201    0.7250    0.8318    0.8864
 5202    0.7250    0.8318    0.8863
 5203    0.7250    0.8318    0.8864
 5204    0.7250    0.8318    0.8864
 5205    0.7250    0.8318    0.8863
 5206    0.7250    0.8318    0.8864
 5207    0.7250    0.8319    0.8864
 5208    0.7250    0.8318    0.8864
 5209    0.7250    0.8319    0.8865
 5210    0.7250    0.8318    0.8864
 5211    0.7250    0.8319    0.8865
 5212    0.7250    0.8319    0.8866
 5213    0.7251    0.8320    0.8866
 5214    0.7250    0.8319    0.8866
 5215    0.7251    0.8320    0.8866
 5216    0.7250    0.8319    0.8866
 5217    0.7251    0.8320    0.8867
 5218    0.7251    0.8320    0.8867
 5219    0.7251    0.8321    0.8868
 5220    0.7251    0.8321    0.8868
 5221    0.7252    0.8322    0.8869
 5222    0.7252    0.8322    0.8870
 5223    0.7252    0.8322    0.8869
 5224    0.7252    0.8322    0.8870
 5225    0.7252    0.8323    0.8870
 5226    0.7253    0.8323    0.8871
 5227    0.7253    0.8324    0.8872
 5228    0.7253    0.8324    0.8872
 5229    0.7253    0.8325    0.8873
 5230    0.7254    0.8325    0.8873
 5231    0.7253    0.8324    0.8871
 5232    0.7253    0.8324    0.8872
 5233    0.7253    0.8325    0.8872
 5234    0.7254    0.8325    0.8873
 5235    0.7254    0.8326    0.8874
 5236    0.7253    0.8324    0.8872
 5237    0.7254    0.8325    0.8872
 5238    0.7254    0.8325    0.8873
 5239    0.7254    0.8326    0.8873
 5240    0.7254    0.8326    0.8874
 5241    0.7254    0.8324    0.8871
 5242    0.7253    0.8324    0.8871
 5243    0.7253    0.8323    0.8870
 5244    0.7253    0.8324    0.8871
 5245    0.7253    0.8324    0.8871
 5246    0.7253    0.8323    0.8870
 5247    0.7252    0.8322    0.8868
 5248    0.7251    0.8320    0.8866
 5249    0.7252    0.8321    0.8867
 5250    0.7252    0.8321    0.8867
 5251    0.7251    0.8320    0.8865
 5252    0.7251    0.8320    0.8866
 5253    0.7252    0.8321    0.8866
 5254    0.7251    0.8320    0.8866
 5255    0.7252    0.8321    0.8867
 5256    0.7252    0.8321    0.8867
 5257    0.7252    0.8321    0.8867
 5258    0.7251    0.8320    0.8866
 5259    0.7252    0.8321    0.8867
 5260    0.7251    0.8321    0.8867
 5261    0.7252    0.8321    0.8867
 5262    0.7251    0.8321    0.8867
 5263    0.7252    0.8321    0.8867
 5264    0.7252    0.8322    0.8868
 5265    0.7252    0.8322    0.8869
 5266    0.7252    0.8323    0.8869
 5267    0.7253    0.8323    0.8870
 5268    0.7252    0.8322    0.8868
 5269    0.7252    0.8322    0.8868
 5270    0.7252    0.8321    0.8866
 5271    0.7252    0.8321    0.8867
 5272    0.7251    0.8320    0.8865
 5273    0.7251    0.8319    0.8864
 5274    0.7251    0.8319    0.8864
 5275    0.7251    0.8319    0.8865
 5276    0.7251    0.8320    0.8865
 5277    0.7251    0.8319    0.8865
 5278    0.7251    0.8320    0.8865
 5279    0.7251    0.8319    0.8865
 5280    0.7251    0.8320    0.8866
 5281    0.7251    0.8320    0.8865
 5282    0.7250    0.8318    0.8863
 5283    0.7249    0.8317    0.8861
 5284    0.7250    0.8317    0.8862
 5285    0.7250    0.8318    0.8862
 5286    0.7250    0.8318    0.8863
 5287    0.7251    0.8319    0.8864
 5288    0.7250    0.8318    0.8863
 5289    0.7250    0.8318    0.8863
 5290    0.7249    0.8316    0.8860
 5291    0.7249    0.8316    0.8861
 5292    0.7250    0.8317    0.8861
 5293    0.7250    0.8317    0.8862
 5294    0.7250    0.8317    0.8861
 5295    0.7249    0.8316    0.8859
 5296    0.7249    0.8316    0.8860
 5297    0.7250    0.8317    0.8861
 5298    0.7249    0.8315    0.8859
 5299    0.7249    0.8316    0.8859
 5300    0.7249    0.8316    0.8860
 5301    0.7250    0.8317    0.8860
 5302    0.7250    0.8317    0.8861
 5303    0.7249    0.8316    0.8859
 5304    0.7249    0.8315    0.8859
 5305    0.7249    0.8315    0.8858
 5306    0.7249    0.8315    0.8859
 5307    0.7249    0.8316    0.8859
 5308    0.7249    0.8315    0.8859
 5309    0.7249    0.8315    0.8859
 5310    0.7248    0.8314    0.8857
 5311    0.7247    0.8312    0.8854
 5312    0.7247    0.8312    0.8854
 5313    0.7248    0.8313    0.8855
 5314    0.7247    0.8312    0.8855
 5315    0.7247    0.8312    0.8854
 5316    0.7247    0.8312    0.8855
 5317    0.7248    0.8313    0.8855
 5318    0.7247    0.8312    0.8855
 5319    0.7247    0.8312    0.8855
 5320    0.7247    0.8313    0.8855
 5321    0.7248    0.8313    0.8856
 5322    0.7247    0.8313    0.8855
 5323    0.7247    0.8311    0.8853
 5324    0.7246    0.8310    0.8851
 5325    0.7246    0.8310    0.8852
 5326    0.7247    0.8311    0.8853
 5327    0.7246    0.8309    0.8850
 5328    0.7245    0.8309    0.8849
 5329    0.7246    0.8309    0.8850
 5330    0.7246    0.8309    0.8851
 5331    0.7246    0.8309    0.8850
 5332    0.7245    0.8309    0.8850
 5333    0.7245    0.8308    0.8849
 5334    0.7245    0.8309    0.8850
 5335    0.7245    0.8308    0.8850
 5336    0.7245    0.8308    0.8849
 5337    0.7245    0.8308    0.8850
 5338    0.7245    0.8309    0.8851
 5339    0.7246    0.8309    0.8851
 5340    0.7246    0.8310    0.8852
 5341    0.7246    0.8309    0.8851
 5342    0.7246    0.8310    0.8852
 5343    0.7246    0.8310    0.8852
 5344    0.7245    0.8309    0.8851
 5345    0.7245    0.8309    0.8851
 5346    0.7244    0.8307    0.8849
 5347    0.7245    0.8308    0.8849
 5348    0.7245    0.8308    0.8850
 5349    0.7245    0.8308    0.8850
 5350    0.7245    0.8308    0.8850
 5351    0.7245    0.8309    0.8851
 5352    0.7246    0.8309    0.8851
 5353    0.7246    0.8310    0.8852
 5354    0.7246    0.8309    0.8852
 5355    0.7245    0.8309    0.8851
 5356    0.7245    0.8309    0.8851
 5357    0.7245    0.8309    0.8851
 5358    0.7245    0.8309    0.8851
 5359    0.7245    0.8309    0.8852
 5360    0.7246    0.8310    0.8852
 5361    0.7245    0.8308    0.8850
 5362    0.7245    0.8309    0.8851
 5363    0.7245    0.8309    0.8851
 5364    0.7246    0.8310    0.8852
 5365    0.7246    0.8310    0.8853
 5366    0.7246    0.8310    0.8852
 5367    0.7245    0.8309    0.8852
 5368    0.7246    0.8310    0.8853
 5369    0.7246    0.8310    0.8853
 5370    0.7246    0.8310    0.8853
 5371    0.7246    0.8310    0.8853
 5372    0.7246    0.8311    0.8854
 5373    0.7246    0.8310    0.8854
 5374    0.7246    0.8311    0.8854
 5375    0.7246    0.8311    0.8855
 5376    0.7247    0.8312    0.8855
 5377    0.7247    0.8312    0.8856
 5378    0.7247    0.8312    0.8856
 5379    0.7247    0.8312    0.8856
 5380    0.7247    0.8313    0.8857
 5381    0.7247    0.8313    0.8857
 5382    0.7247    0.8313    0.8857
 5383    0.7247    0.8313    0.8858
 5384    0.7247    0.8313    0.8857
 5385    0.7247    0.8314    0.8858
 5386    0.7247    0.8313    0.8857
 5387    0.7247    0.8313    0.8857
 5388    0.7247    0.8313    0.8858
 5389    0.7247    0.8314    0.8858
 5390    0.7248    0.8314    0.8859
 5391    0.7248    0.8315    0.8859
 5392    0.7248    0.8314    0.8859
 5393    0.7248    0.8315    0.8860
 5394    0.7248    0.8314    0.8859
 5395    0.7248    0.8315    0.8860
 5396    0.7248    0.8314    0.8859
 5397    0.7248    0.8315    0.8860
 5398    0.7248    0.8314    0.8860
 5399    0.7248    0.8315    0.8860
 5400    0.7248    0.8315    0.8860
 5401    0.7248    0.8315    0.8860
 5402    0.7248    0.8315    0.8861
 5403    0.7248    0.8315    0.8861
 5404    0.7248    0.8316    0.8861
 5405    0.7248    0.8316    0.8862
 5406    0.7248    0.8316    0.8861
 5407    0.7248    0.8316    0.8862
 5408    0.7248    0.8314    0.8859
 5409    0.7248    0.8315    0.8860
 5410    0.7248    0.8315    0.8860
 5411    0.7248    0.8316    0.8861
 5412    0.7249    0.8316    0.8862
 5413    0.7249    0.8317    0.8862
 5414    0.7249    0.8317    0.8863
 5415    0.7249    0.8318    0.8863
 5416    0.7250    0.8318    0.8864
 5417    0.7249    0.8318    0.8864
 5418    0.7249    0.8317    0.8863
 5419    0.7249    0.8318    0.8864
 5420    0.7250    0.8318    0.8864
 5421    0.7250    0.8319    0.8865
 5422    0.7250    0.8318    0.8865
 5423    0.7249    0.8318    0.8864
 5424    0.7250    0.8318    0.8865
 5425    0.7249    0.8318    0.8864
 5426    0.7250    0.8318    0.8865
 5427    0.7250    0.8319    0.8866
 5428    0.7250    0.8319    0.8866
 5429    0.7250    0.8320    0.8867
 5430    0.7251    0.8320    0.8867
 5431    0.7251    0.8321    0.8868
 5432    0.7251    0.8320    0.8868
 5433    0.7250    0.8320    0.8867
 5434    0.7250    0.8320    0.8867
 5435    0.7250    0.8319    0.8866
 5436    0.7250    0.8319    0.8866
 5437    0.7249    0.8318    0.8866
 5438    0.7250    0.8319    0.8866
 5439    0.7250    0.8319    0.8867
 5440    0.7250    0.8320    0.8867
 5441    0.7250    0.8320    0.8868
 5442    0.7250    0.8320    0.8868
 5443    0.7250    0.8319    0.8867
 5444    0.7250    0.8320    0.8868
 5445    0.7250    0.8320    0.8868
 5446    0.7250    0.8320    0.8868
 5447    0.7250    0.8320    0.8869
 5448    0.7250    0.8320    0.8868
 5449    0.7250    0.8320    0.8868
 5450    0.7250    0.8319    0.8867
 5451    0.7249    0.8319    0.8867
 5452    0.7250    0.8319    0.8868
 5453    0.7250    0.8320    0.8868
 5454    0.7250    0.8319    0.8868
 5455    0.7250    0.8320    0.8868
 5456    0.7250    0.8320    0.8868
 5457    0.7250    0.8320    0.8869
 5458    0.7250    0.8320    0.8869
 5459    0.7250    0.8320    0.8869
 5460    0.7250    0.8321    0.8869
 5461    0.7250    0.8321    0.8870
 5462    0.7251    0.8321    0.8870
 5463    0.7250    0.8321    0.8870
 5464    0.7251    0.8322    0.8871
 5465    0.7251    0.8322    0.8871
 5466    0.7251    0.8322    0.8872
 5467    0.7251    0.8322    0.8871
 5468    0.7251    0.8322    0.8871
 5469    0.7250    0.8321    0.8871
 5470    0.7251    0.8322    0.8871
 5471    0.7250    0.8320    0.8869
 5472    0.7250    0.8321    0.8870
 5473    0.7250    0.8320    0.8869
 5474    0.7250    0.8321    0.8870
 5475    0.7250    0.8320    0.8870
 5476    0.7250    0.8320    0.8869
 5477    0.7249    0.8320    0.8869
 5478    0.7249    0.8319    0.8869
 5479    0.7249    0.8319    0.8868
 5480    0.7249    0.8319    0.8869
 5481    0.7249    0.8320    0.8869
 5482    0.7250    0.8320    0.8870
 5483    0.7249    0.8320    0.8870
 5484    0.7250    0.8320    0.8870
 5485    0.7250    0.8321    0.8871
 5486    0.7250    0.8321    0.8871
 5487    0.7250    0.8322    0.8872
 5488    0.7251    0.8322    0.8872
 5489    0.7250    0.8320    0.8870
 5490    0.7250    0.8320    0.8869
 5491    0.7249    0.8318    0.8867
 5492    0.7249    0.8319    0.8867
 5493    0.7249    0.8318    0.8867
 5494    0.7249    0.8319    0.8867
 5495    0.7249    0.8318    0.8867
 5496    0.7249    0.8319    0.8868
 5497    0.7249    0.8319    0.8868
 5498    0.7250    0.8320    0.8869
 5499    0.7250    0.8320    0.8869
 5500    0.7249    0.8319    0.8867
